model,fraction_num,fraction_den,order,separation,n,mean_1,mean_2,marginal,marginal_low,marginal_high,conditional,conditional_low,conditional_high,disorder,disorder_low,disorder_high
gamma,1,16,4096,512,150,-0.06666666667,0.08,0.7529306488,0.642704698,0.8590850112,0.6536017897,0.5146286353,0.7996420582,0.09932885906,-0.01270917226,0.2072684564
gamma,1,16,5120,640,80,-0.075,-0.125,0.9259493671,0.6960403481,1.161712816,0.846835443,0.5568829114,1.165743671,0.07911392405,-0.1452571203,0.309818038
gamma,1,16,6144,768,40,-0.1,-0.075,1.133012821,0.8022355769,1.419230769,1.140705128,0.7304487179,1.551001603,-0.007692307692,-0.289775641,0.2820512821
gamma,1,8,32,8,6000,-0.0615,-0.05,0.4935244624,0.4817207934,0.5051432655,0.4532594182,0.4374030481,0.4692750111,0.04026504417,0.02758192824,0.05284732039
gamma,1,8,64,16,6000,-0.055,-0.06566666667,0.5642588209,0.5503910485,0.5779350229,0.5196963938,0.5015753268,0.5382580322,0.04456242707,0.03013708951,0.05919615422
gamma,1,8,128,32,6000,-0.054,-0.0515,0.6089006918,0.5945017225,0.6236200947,0.5666746541,0.5473077864,0.5867081166,0.04222603767,0.02687910346,0.05761848503
gamma,1,8,256,64,6000,-0.0535,-0.05833333333,0.6933997194,0.6771725899,0.7101200339,0.6336772657,0.6115898223,0.6557753747,0.05972245374,0.0427521448,0.07745959327
gamma,1,8,512,128,5000,-0.046,-0.0744,0.7689281056,0.747797422,0.7903106281,0.7229413083,0.6956743894,0.7514518604,0.04598679736,0.02499494099,0.06752911382
gamma,1,8,768,192,4000,-0.02875,-0.0425,0.7992584084,0.7746226908,0.824088419,0.7239614591,0.6912937117,0.7560589233,0.07529694924,0.05038508377,0.1002921027
gamma,1,8,1024,256,3000,-0.06266666667,-0.062,0.8400611315,0.810081962,0.8693488941,0.7952648661,0.7552137379,0.8372565758,0.04479626542,0.0149377348,0.07516538846
gamma,1,8,1536,384,1600,-0.079375,-0.079375,0.8729952314,0.8271061259,0.9182988831,0.7667292058,0.7130191477,0.8215690324,0.1062660256,0.06310396146,0.1496999003
gamma,1,8,2048,512,1000,-0.017,-0.021,0.8725075075,0.8172705956,0.9275753504,0.7767687688,0.7113193193,0.8446106106,0.09573873874,0.04181966967,0.1500844845
gamma,1,8,2560,640,400,-0.0075,-0.03,0.9105482456,0.8242951128,0.9964352287,0.8405983709,0.7271102757,0.9551891447,0.06994987469,-0.01793233083,0.1602888471
gamma,1,8,3072,768,300,0,-0.02,0.9563210702,0.8450659142,1.064543618,0.9630100334,0.8013138239,1.131171683,-0.006688963211,-0.1173272018,0.1016786511
gamma,1,8,4096,1024,150,-0.04666666667,-0.006666666667,0.7841163311,0.6565548098,0.9111868009,0.730738255,0.5562416107,0.9088456376,0.05337807606,-0.07373825503,0.1825503356
gamma,1,8,5120,1280,80,0.0125,-0.1625,0.9232594937,0.7223793513,1.12460443,0.8199367089,0.6005537975,1.037262658,0.1033227848,-0.1110799051,0.3356091772
gamma,1,8,6144,1536,40,-0.375,0.2,0.8945512821,0.6179487179,1.166025641,0.8176282051,0.5099358974,1.126923077,0.07692307692,-0.1448717949,0.2884615385
gamma,1,4,32,16,6000,-0.109,-0.09783333333,0.5392803662,0.5263912166,0.5525881234,0.4951035034,0.4777995142,0.5123713928,0.04417686281,0.03079783714,0.05770127105
gamma,1,4,64,32,6000,-0.118,-0.1153333333,0.6061548036,0.5918295994,0.6206491776,0.5584228483,0.539122916,0.5777804467,0.04773195533,0.03220867228,0.06304458451
gamma,1,4,128,64,6000,-0.1076666667,-0.1186666667,0.6692746013,0.6522460698,0.6857269264,0.6243768961,0.6019247652,0.6465372892,0.04489770517,0.02773102739,0.0623642746
gamma,1,4,256,128,6000,-0.08933333333,-0.09483333333,0.7472209674,0.7284020559,0.7658464095,0.6938505168,0.6691954447,0.7192523532,0.05337045063,0.03434478871,0.07224355309
gamma,1,4,512,256,5000,-0.1034,-0.0976,0.8261565713,0.8040566108,0.8484745564,0.7880407882,0.7579428786,0.8191375175,0.03811578316,0.01465272655,0.06086315763
gamma,1,4,768,384,4000,-0.09375,-0.10875,0.8666588522,0.8402861184,0.8926647381,0.8108402101,0.7765401311,0.8459613685,0.05581864216,0.02973165323,0.08272973868
gamma,1,4,1024,512,3000,-0.09633333333,-0.1,0.8964921085,0.8644776689,0.9289051906,0.8221006447,0.778424875,0.8666330235,0.07439146382,0.04238054629,0.1074766589
gamma,1,4,1536,768,1600,-0.09,-0.059375,0.9425889228,0.896274786,0.9885927484,0.8503750391,0.791406035,0.9095995935,0.09221388368,0.04512464822,0.1400114427
gamma,1,4,2048,1024,1000,-0.118,-0.151,0.9751126126,0.9148663163,1.035173536,0.8658213213,0.7849846722,0.9515291291,0.1092912913,0.04854792292,0.1687219219
gamma,1,4,2560,1280,400,-0.0975,-0.2175,1.00410401,0.9089808114,1.097641996,0.9226065163,0.8019216792,1.040490836,0.08149749373,-0.01565272556,0.1801506892
gamma,1,4,3072,1536,300,-0.1666666667,-0.1466666667,0.9618952062,0.8510312152,1.072147715,0.805819398,0.6801382386,0.9400466834,0.1560758082,0.05364520624,0.2631003344
gamma,1,4,4096,2048,150,-0.1866666667,-0.03333333333,1.072505593,0.8992813199,1.236274609,1.166017897,0.904602349,1.431521253,-0.09351230425,-0.2656387025,0.07960067114
gamma,1,4,5120,2560,80,0.0125,-0.1,0.9252373418,0.7116297468,1.126503165,0.8227056962,0.5794303797,1.069572785,0.1025316456,-0.0835443038,0.2973140823
gamma,1,4,6144,3072,40,0.05,-0.275,1.024038462,0.7483894231,1.274038462,0.5227564103,0.3560897436,0.6663461538,0.5012820513,0.241025641,0.7615544872
uniform,1,32,32,2,6000,-0.01333333333,-0.007833333333,0.3358530727,0.3270356282,0.3446141621,0.3396248125,0.3276327971,0.3520590942,-0.003771739734,-0.01204486651,0.004319446297
uniform,1,32,64,4,6000,-0.01633333333,-0.02016666667,0.4168160666,0.4066002841,0.4271072828,0.4139783158,0.3996302672,0.4282336014,0.002837750736,-0.007630648858,0.01333496277
uniform,1,32,128,8,6000,-0.004833333333,-0.01533333333,0.4736997138,0.4618661461,0.4856013707,0.4754407818,0.4589924737,0.4919988988,-0.001741067956,-0.01350067511,0.01011777796
uniform,1,32,256,16,6000,-0.008833333333,-0.02283333333,0.5489584653,0.5355928693,0.5621622944,0.5511605268,0.5321177748,0.5705684142,-0.002202061455,-0.01620447852,0.01164329194
uniform,1,32,512,32,5000,-0.0288,-0.0272,0.6199393479,0.6028530206,0.637152462,0.607320184,0.5842134467,0.6307117724,0.01261916383,-0.004789963993,0.02999743449
uniform,1,32,768,48,4000,-0.017,-0.0255,0.6779498625,0.6565555389,0.698429541,0.6783834709,0.6493070518,0.7077430881,-0.0004336084021,-0.02192236809,0.0206291823
uniform,1,32,1024,64,3000,-0.01666666667,-0.014,0.6853248861,0.6611923905,0.7096161123,0.6782225186,0.6451875,0.7114536457,0.007102367456,-0.01645247583,0.03113050461
uniform,1,32,1536,96,1600,0.001875,-0.046875,0.7205999844,0.6862974515,0.7545775778,0.7230136023,0.675014086,0.7703056793,-0.002413617886,-0.03650915611,0.03214669325
uniform,1,32,2048,128,1000,-0.053,-0.016,0.7947622623,0.7452742242,0.8426897022,0.7645800801,0.6965677553,0.8332349349,0.03018218218,-0.01886108609,0.08052272272
uniform,1,32,2560,160,400,0.025,0.0675,0.7705858396,0.6969323308,0.8413551065,0.7622525063,0.6620018797,0.8616290727,0.008333333333,-0.06397462406,0.0815606203
uniform,1,32,3072,192,300,-0.01,0.03666666667,0.7584726867,0.6745536511,0.8387239409,0.8082720178,0.6737736901,0.9472240803,-0.0497993311,-0.1399462096,0.03929849498
uniform,1,32,4096,256,150,-0.1133333333,-0.006666666667,0.8391498881,0.6864653244,0.9960195749,0.8063534676,0.6008053691,1.026756152,0.03279642058,-0.09566778523,0.1610738255
uniform,1,32,5120,320,80,-0.025,-0.1,0.8680379747,0.6736550633,1.053641218,0.8579113924,0.5752373418,1.151582278,0.01012658228,-0.1974762658,0.2183544304
uniform,1,32,6144,384,40,0.05,0,0.8705128205,0.6137820513,1.096153846,0.8705128205,0.5576923077,1.179166667,0,-0.2012980769,0.1987339744
uniform,1,16,32,4,6000,-0.02433333333,-0.02466666667,0.4236369951,0.4133313122,0.4338467606,0.4234038451,0.4086517458,0.4385591918,0.0002331499694,-0.0104507661,0.01086508863
uniform,1,16,64,8,6000,-0.031,-0.0185,0.4853459327,0.4732740346,0.4970510401,0.4942542507,0.4766365255,0.5117052328,-0.008908318053,-0.02131171862,0.003539129438
uniform,1,16,128,16,6000,-0.01883333333,-0.0305,0.5586172973,0.5447714376,0.5723208083,0.5668597544,0.5470743527,0.5869092849,-0.008242457076,-0.02239492832,0.005815526893
uniform,1,16,256,32,6000,-0.01066666667,-0.03266666667,0.6123449464,0.5973821154,0.6274115887,0.620528088,0.5986526532,0.6426235692,-0.008183141635,-0.02371230622,0.007028892315
uniform,1,16,512,64,5000,-0.0284,-0.0448,0.6999331866,0.6816257632,0.7183019604,0.6792013603,0.6529731171,0.7057314663,0.02073182637,0.001296665333,0.04006668234
uniform,1,16,768,96,4000,-0.01225,-0.006,0.7172112716,0.6953741342,0.7385070963,0.7245366029,0.6944583958,0.7544368592,-0.007325331333,-0.02909160884,0.01400285071
uniform,1,16,1024,128,3000,-0.041,-0.01133333333,0.7661840058,0.7386225089,0.7929954332,0.773317717,0.7341518742,0.8129521716,-0.007133711237,-0.03445361232,0.02039728798
uniform,1,16,1536,192,1600,-0.026875,-0.006875,0.8032422608,0.7638083763,0.8419687598,0.8196873046,0.7640994371,0.8757234013,-0.01644504378,-0.05570727799,0.02249065822
uniform,1,16,2048,256,1000,0.002,-0.033,0.8347882883,0.7840308433,0.8855721597,0.8247122122,0.7533281907,0.8969188814,0.01007607608,-0.04006824324,0.06118193193
uniform,1,16,2560,320,400,0.0525,-0.0125,0.8381390977,0.7567604167,0.918877193,0.8550250627,0.7517665257,0.9645104167,-0.01688596491,-0.0939747807,0.06199906015
uniform,1,16,3072,384,300,-0.07,-0.05,0.9126755853,0.8081347547,1.023473802,0.8459531773,0.7211277871,0.9764994426,0.06672240803,-0.04396934225,0.1848394649
uniform,1,16,4096,512,150,-0.08,-0.04,0.9288590604,0.7777404922,1.074923937,0.8448322148,0.666689038,1.033467562,0.08402684564,-0.06738255034,0.2378568233
uniform,1,16,5120,640,80,-0.025,-0.05,0.9477848101,0.7384493671,1.151505142,0.860443038,0.6100474684,1.126505142,0.08734177215,-0.1392405063,0.322630538
uniform,1,16,6144,768,40,-0.025,0.125,1.325,0.8458253205,1.782107372,1.296153846,0.7487179487,1.866722756,0.02884615385,-0.3435897436,0.3846153846
uniform,1,8,32,8,6000,-0.05466666667,-0.05833333333,0.4888858699,0.4773613106,0.5003574113,0.4870744569,0.4701332917,0.5040841929,0.001811413013,-0.01069661402,0.01408783408
uniform,1,8,64,16,6000,-0.05083333333,-0.048,0.5608994694,0.5475241023,0.5743488502,0.5535049036,0.534895801,0.5728095433,0.007394565761,-0.006840831111,0.02143327638
uniform,1,8,128,32,6000,-0.0335,-0.04783333333,0.6310667056,0.6155219648,0.6464528251,0.6275018614,0.605510268,0.6499485577,0.003564844141,-0.01238149483,0.0191625771
uniform,1,8,256,64,6000,-0.054,-0.05783333333,0.6917349419,0.6735389259,0.7095296744,0.6908577957,0.6657655752,0.7159238873,0.000877146191,-0.01694050883,0.01821619159
uniform,1,8,512,128,5000,-0.0602,-0.055,0.7302215243,0.7098146689,0.7505760092,0.7275319864,0.6992108697,0.7562694199,0.002689537908,-0.01740213043,0.02260819864
uniform,1,8,768,192,4000,-0.02575,-0.04125,0.7880146912,0.7638873507,0.8115345344,0.8015802701,0.7675904726,0.8360806413,-0.01356557889,-0.03788703426,0.01060165354
uniform,1,8,1024,256,3000,-0.04033333333,-0.065,0.825015783,0.7950417584,0.8540559589,0.7869580971,0.7470616275,0.8272358453,0.0380576859,0.007648832944,0.06762291597
uniform,1,8,1536,384,1600,-0.023125,-0.001875,0.8909126798,0.8483605134,0.9331655527,0.8771974672,0.8161503283,0.9386382896,0.01371521263,-0.03019113508,0.05761737805
uniform,1,8,2048,512,1000,-0.05,-0.055,0.8756131131,0.8218231231,0.927945483,0.8993868869,0.8218024525,0.9823725726,-0.02377377377,-0.08007872873,0.03173275776
uniform,1,8,2560,640,400,-0.055,-0.025,0.8778696742,0.7925867011,0.9629077381,0.9393984962,0.8065012531,1.080089286,-0.06152882206,-0.1507463972,0.02626723058
uniform,1,8,3072,768,300,0.02333333333,-0.04666666667,0.920039019,0.8151950948,1.022906633,0.8721237458,0.7390112876,1.012575251,0.04791527313,-0.05083835006,0.1460200669
uniform,1,8,4096,1024,150,-0.18,-0.12,0.9529530201,0.808344519,1.091387025,0.880738255,0.6904697987,1.078299776,0.0722147651,-0.07875167785,0.2186174497
uniform,1,8,5120,1280,80,-0.2125,0.1,1.003718354,0.7765011867,1.228718354,1.058148734,0.7566455696,1.367009494,-0.05443037975,-0.2473140823,0.1485799051
uniform,1,8,6144,1536,40,-0.25,0.175,0.9650641026,0.7166666667,1.177884615,0.8945512821,0.6038461538,1.174358974,0.07051282051,-0.1576923077,0.3025801282
uniform,1,4,32,16,6000,-0.1133333333,-0.1256666667,0.5436056565,0.5309896549,0.5560492033,0.5525160304,0.5333748541,0.5719380758,-0.008910373951,-0.02287989665,0.00474930544
uniform,1,4,64,32,6000,-0.1071666667,-0.09783333333,0.6157412624,0.6010894937,0.6306120294,0.6163925099,0.5943068789,0.6383414263,-0.0006512474301,-0.01597341571,0.01495366867
uniform,1,4,128,64,6000,-0.0905,-0.1001666667,0.6888363338,0.6717493002,0.706078495,0.7027370673,0.67811313,0.7281194018,-0.01390073346,-0.03143083569,0.003633851475
uniform,1,4,256,128,6000,-0.1105,-0.096,0.763164069,0.7440982942,0.7820914031,0.7662725871,0.7396153599,0.7932583833,-0.003108518086,-0.0224602524,0.01607426238
uniform,1,4,512,256,5000,-0.0796,-0.11,0.8127444689,0.7904466458,0.834672602,0.80969986,0.7776513728,0.8410957572,0.003044608922,-0.02013465593,0.02617125225
uniform,1,4,768,384,4000,-0.102,-0.117,0.8346621655,0.8082911259,0.8607919292,0.8430982746,0.806338072,0.8797936672,-0.008436109027,-0.0347478354,0.01753473993
uniform,1,4,1024,512,3000,-0.1283333333,-0.1086666667,0.8829887185,0.8517399064,0.9144932088,0.8742646993,0.8299926642,0.9187970323,0.008724019117,-0.02310910026,0.04044676559
uniform,1,4,1536,768,1600,-0.093125,-0.073125,0.9248182458,0.879173033,0.9732281504,0.9003627267,0.83689662,0.9670314601,0.02445551907,-0.02134251876,0.06942496287
uniform,1,4,2048,1024,1000,-0.098,-0.111,0.977515015,0.9201882257,1.035101639,0.9954109109,0.9131486486,1.079157195,-0.0178958959,-0.07743420921,0.04183303303
uniform,1,4,2560,1280,400,-0.045,0.0325,0.9571021303,0.8676030702,1.046413847,0.9230545113,0.799877193,1.044710918,0.03404761905,-0.05980827068,0.1297182018
uniform,1,4,3072,1536,300,-0.1833333333,-0.19,1.031917503,0.9150433389,1.155496934,1.020044593,0.8625341416,1.180249164,0.0118729097,-0.1011382386,0.1291011706
uniform,1,4,4096,2048,150,-0.18,-0.1066666667,0.9343400447,0.7850715884,1.082454139,0.9536689038,0.7651006711,1.150447427,-0.01932885906,-0.1495313199,0.1108791946
uniform,1,4,5120,2560,80,-0.125,-0.25,1.150316456,0.8869462025,1.408158623,1.068037975,0.7085443038,1.458813291,0.08227848101,-0.1663172468,0.3088607595
uniform,1,4,6144,3072,40,-0.175,0,0.8689102564,0.6153846154,1.091995192,0.7407051282,0.441025641,1.050024038,0.1282051282,-0.1032211538,0.3500160256
