task_id,environment_model,distribution,distribution_params,L,batch_id,num_environments,walks_per_environment,base_seed
172,temporal_iid,gamma,"{""shape"":0.5}",64,17,100,1,2135266567761995394
173,temporal_iid,gamma,"{""shape"":0.5}",64,18,100,1,14380369599420813039
174,temporal_iid,gamma,"{""shape"":0.5}",64,19,100,1,8661697961826806881
175,temporal_iid,gamma,"{""shape"":0.5}",128,0,100,1,12841331112325663098
176,temporal_iid,gamma,"{""shape"":0.5}",128,1,100,1,3640527344372311662
177,temporal_iid,gamma,"{""shape"":0.5}",128,2,100,1,305103359036432016
178,temporal_iid,gamma,"{""shape"":0.5}",128,3,100,1,2454418817252300945
179,temporal_iid,gamma,"{""shape"":0.5}",128,4,100,1,11836711664685862336
180,temporal_iid,gamma,"{""shape"":0.5}",128,5,100,1,5382238306233949410
181,temporal_iid,gamma,"{""shape"":0.5}",128,6,100,1,14829288949421725284
182,temporal_iid,gamma,"{""shape"":0.5}",128,7,100,1,2226762466154656497
183,temporal_iid,gamma,"{""shape"":0.5}",128,8,100,1,12882469845471831285
184,temporal_iid,gamma,"{""shape"":0.5}",128,9,100,1,17847416936700876648
185,temporal_iid,gamma,"{""shape"":0.5}",128,10,100,1,6560936700036386125
186,temporal_iid,gamma,"{""shape"":0.5}",128,11,100,1,14143198750891880379
187,temporal_iid,gamma,"{""shape"":0.5}",128,12,100,1,4560475295943806135
188,temporal_iid,gamma,"{""shape"":0.5}",128,13,100,1,282108272794821564
189,temporal_iid,gamma,"{""shape"":0.5}",128,14,100,1,7543119127802392088
190,temporal_iid,gamma,"{""shape"":0.5}",128,15,100,1,5102167045267008445
191,temporal_iid,gamma,"{""shape"":0.5}",128,16,100,1,16831007932071801961
192,temporal_iid,gamma,"{""shape"":0.5}",128,17,100,1,9128059522083466257
193,temporal_iid,gamma,"{""shape"":0.5}",128,18,100,1,1225806844698518523
194,temporal_iid,gamma,"{""shape"":0.5}",128,19,100,1,3577140229299572978
195,temporal_iid,gamma,"{""shape"":0.5}",256,0,100,1,12313787653973272565
196,temporal_iid,gamma,"{""shape"":0.5}",256,1,100,1,1656026466050700800
197,temporal_iid,gamma,"{""shape"":0.5}",256,2,100,1,12996016151951681820
198,temporal_iid,gamma,"{""shape"":0.5}",256,3,100,1,8432246537410344004
199,temporal_iid,gamma,"{""shape"":0.5}",256,4,100,1,12316030275657831625
200,temporal_iid,gamma,"{""shape"":0.5}",256,5,100,1,5473913695223243082
201,temporal_iid,gamma,"{""shape"":0.5}",256,6,100,1,17584375730905343476
202,temporal_iid,gamma,"{""shape"":0.5}",256,7,100,1,2550397884285682206
203,temporal_iid,gamma,"{""shape"":0.5}",256,8,100,1,7704368540222475334
204,temporal_iid,gamma,"{""shape"":0.5}",256,9,100,1,14136557149455674005
205,temporal_iid,gamma,"{""shape"":0.5}",256,10,100,1,4927623337748059290
206,temporal_iid,gamma,"{""shape"":0.5}",256,11,100,1,7717002726916731594
207,temporal_iid,gamma,"{""shape"":0.5}",256,12,100,1,2665512836326516798
208,temporal_iid,gamma,"{""shape"":0.5}",256,13,100,1,2018560015192558515
209,temporal_iid,gamma,"{""shape"":0.5}",256,14,100,1,1581845971530788673
210,temporal_iid,gamma,"{""shape"":0.5}",256,15,100,1,13147268273853140259
211,temporal_iid,gamma,"{""shape"":0.5}",256,16,100,1,9954967426629321415
212,temporal_iid,gamma,"{""shape"":0.5}",256,17,100,1,17454213301217530353
213,temporal_iid,gamma,"{""shape"":0.5}",256,18,100,1,15328431656551526214
214,temporal_iid,gamma,"{""shape"":0.5}",256,19,100,1,17099574163904291905
215,temporal_iid,gamma,"{""shape"":0.5}",512,0,100,1,7504320009327807313
216,temporal_iid,gamma,"{""shape"":0.5}",512,1,100,1,5592409136385569685
217,temporal_iid,gamma,"{""shape"":0.5}",512,2,100,1,5912977735702661082
218,temporal_iid,gamma,"{""shape"":0.5}",512,3,100,1,14864279489795706084
219,temporal_iid,gamma,"{""shape"":0.5}",512,4,100,1,12576903230864622036
220,temporal_iid,gamma,"{""shape"":0.5}",512,5,100,1,17349537332258924733
221,temporal_iid,gamma,"{""shape"":0.5}",512,6,100,1,17041657801411404182
222,temporal_iid,gamma,"{""shape"":0.5}",512,7,100,1,14110386088213263621
223,temporal_iid,gamma,"{""shape"":0.5}",512,8,100,1,8197259977695697191
224,temporal_iid,gamma,"{""shape"":0.5}",512,9,100,1,16391310789431661578
225,temporal_iid,gamma,"{""shape"":0.5}",1024,0,100,1,10838048084215961821
226,temporal_iid,gamma,"{""shape"":0.5}",1024,1,100,1,1470303125196748261
227,temporal_iid,gamma,"{""shape"":0.5}",1024,2,100,1,2137318634606540857
228,temporal_iid,gamma,"{""shape"":0.5}",1024,3,100,1,15038523168306783565
229,temporal_iid,gamma,"{""shape"":0.5}",1024,4,100,1,7100492783202163179
230,temporal_iid,lognormal,"{""sigma"":1.0}",16,0,100,1,9835016894120451391
231,temporal_iid,lognormal,"{""sigma"":1.0}",16,1,100,1,9750534734054210883
232,temporal_iid,lognormal,"{""sigma"":1.0}",16,2,100,1,12032143397900661944
233,temporal_iid,lognormal,"{""sigma"":1.0}",16,3,100,1,13135574659942645789
234,temporal_iid,lognormal,"{""sigma"":1.0}",16,4,100,1,14406297928730059670
235,temporal_iid,lognormal,"{""sigma"":1.0}",16,5,100,1,12879758378759162221
236,temporal_iid,lognormal,"{""sigma"":1.0}",16,6,100,1,14677937488165947122
237,temporal_iid,lognormal,"{""sigma"":1.0}",16,7,100,1,11696278199220327842
238,temporal_iid,lognormal,"{""sigma"":1.0}",16,8,100,1,1727775947383552489
239,temporal_iid,lognormal,"{""sigma"":1.0}",16,9,100,1,2330547175766398174
240,temporal_iid,lognormal,"{""sigma"":1.0}",16,10,100,1,9862028722438808403
241,temporal_iid,lognormal,"{""sigma"":1.0}",16,11,100,1,17602066009732519998
242,temporal_iid,lognormal,"{""sigma"":1.0}",16,12,100,1,4016083533739375023
243,temporal_iid,lognormal,"{""sigma"":1.0}",16,13,100,1,6188956356570869233
244,temporal_iid,lognormal,"{""sigma"":1.0}",16,14,100,1,711483442169940364
245,temporal_iid,lognormal,"{""sigma"":1.0}",16,15,100,1,3599402107283614572
246,temporal_iid,lognormal,"{""sigma"":1.0}",16,16,100,1,15636659417292114090
247,temporal_iid,lognormal,"{""sigma"":1.0}",16,17,100,1,13289665818141653432
248,temporal_iid,lognormal,"{""sigma"":1.0}",16,18,100,1,3581734981230257554
249,temporal_iid,lognormal,"{""sigma"":1.0}",16,19,100,1,13842132554884384853
250,temporal_iid,lognormal,"{""sigma"":1.0}",32,0,100,1,18101170432548574500
251,temporal_iid,lognormal,"{""sigma"":1.0}",32,1,100,1,2561257091667453473
252,temporal_iid,lognormal,"{""sigma"":1.0}",32,2,100,1,6960463734097039342
253,temporal_iid,lognormal,"{""sigma"":1.0}",32,3,100,1,17559517627278486605
254,temporal_iid,lognormal,"{""sigma"":1.0}",32,4,100,1,16336928785228656738
255,temporal_iid,lognormal,"{""sigma"":1.0}",32,5,100,1,7295093792946125336
256,temporal_iid,lognormal,"{""sigma"":1.0}",32,6,100,1,7696866543039286847
257,temporal_iid,lognormal,"{""sigma"":1.0}",32,7,100,1,13509872417768696358
258,temporal_iid,lognormal,"{""sigma"":1.0}",32,8,100,1,4680292508773507195
259,temporal_iid,lognormal,"{""sigma"":1.0}",32,9,100,1,3945989865036572722
260,temporal_iid,lognormal,"{""sigma"":1.0}",32,10,100,1,12512812603061496973
261,temporal_iid,lognormal,"{""sigma"":1.0}",32,11,100,1,13654240590965920344
262,temporal_iid,lognormal,"{""sigma"":1.0}",32,12,100,1,2053404914363747916
263,temporal_iid,lognormal,"{""sigma"":1.0}",32,13,100,1,17976012098751648191
264,temporal_iid,lognormal,"{""sigma"":1.0}",32,14,100,1,945409809200819574
265,temporal_iid,lognormal,"{""sigma"":1.0}",32,15,100,1,3597043769943051389
266,temporal_iid,lognormal,"{""sigma"":1.0}",32,16,100,1,14161452324078325333
267,temporal_iid,lognormal,"{""sigma"":1.0}",32,17,100,1,8276073965675326207
268,temporal_iid,lognormal,"{""sigma"":1.0}",32,18,100,1,17010616991827287523
269,temporal_iid,lognormal,"{""sigma"":1.0}",32,19,100,1,10003447234671155334
270,temporal_iid,lognormal,"{""sigma"":1.0}",64,0,100,1,5991368108208116681
271,temporal_iid,lognormal,"{""sigma"":1.0}",64,1,100,1,18260181637757183638
272,temporal_iid,lognormal,"{""sigma"":1.0}",64,2,100,1,2180589680079528380
273,temporal_iid,lognormal,"{""sigma"":1.0}",64,3,100,1,3832720619903523301
274,temporal_iid,lognormal,"{""sigma"":1.0}",64,4,100,1,16165886576684116323
275,temporal_iid,lognormal,"{""sigma"":1.0}",64,5,100,1,12397675868713792390
276,temporal_iid,lognormal,"{""sigma"":1.0}",64,6,100,1,15155000861555267312
277,temporal_iid,lognormal,"{""sigma"":1.0}",64,7,100,1,13612510385063246660
278,temporal_iid,lognormal,"{""sigma"":1.0}",64,8,100,1,11989442741647815422
279,temporal_iid,lognormal,"{""sigma"":1.0}",64,9,100,1,4069585425317600703
280,temporal_iid,lognormal,"{""sigma"":1.0}",64,10,100,1,12297015114252387950
281,temporal_iid,lognormal,"{""sigma"":1.0}",64,11,100,1,737314665041422059
282,temporal_iid,lognormal,"{""sigma"":1.0}",64,12,100,1,3442447306616029833
283,temporal_iid,lognormal,"{""sigma"":1.0}",64,13,100,1,16033288602055975922
284,temporal_iid,lognormal,"{""sigma"":1.0}",64,14,100,1,8416721916976408440
285,temporal_iid,lognormal,"{""sigma"":1.0}",64,15,100,1,15491487678724144903
286,temporal_iid,lognormal,"{""sigma"":1.0}",64,16,100,1,3387285250334381491
287,temporal_iid,lognormal,"{""sigma"":1.0}",64,17,100,1,12584505655197211545
288,temporal_iid,lognormal,"{""sigma"":1.0}",64,18,100,1,13338535427873161530
289,temporal_iid,lognormal,"{""sigma"":1.0}",64,19,100,1,5894053167374864253
290,temporal_iid,lognormal,"{""sigma"":1.0}",128,0,100,1,9658124456514103238
291,temporal_iid,lognormal,"{""sigma"":1.0}",128,1,100,1,18316703534269190387
292,temporal_iid,lognormal,"{""sigma"":1.0}",128,2,100,1,2778481147958111475
293,temporal_iid,lognormal,"{""sigma"":1.0}",128,3,100,1,11988601325666911130
294,temporal_iid,lognormal,"{""sigma"":1.0}",128,4,100,1,12720739016273339283
295,temporal_iid,lognormal,"{""sigma"":1.0}",128,5,100,1,6783565289039506355
296,temporal_iid,lognormal,"{""sigma"":1.0}",128,6,100,1,873530767778231270
297,temporal_iid,lognormal,"{""sigma"":1.0}",128,7,100,1,806767624241912013
298,temporal_iid,lognormal,"{""sigma"":1.0}",128,8,100,1,2389308738235867352
299,temporal_iid,lognormal,"{""sigma"":1.0}",128,9,100,1,11515876932983382476
300,temporal_iid,lognormal,"{""sigma"":1.0}",128,10,100,1,7458744753998863497
301,temporal_iid,lognormal,"{""sigma"":1.0}",128,11,100,1,4091594661429356845
302,temporal_iid,lognormal,"{""sigma"":1.0}",128,12,100,1,7109654448342711894
303,temporal_iid,lognormal,"{""sigma"":1.0}",128,13,100,1,134261525828205257
304,temporal_iid,lognormal,"{""sigma"":1.0}",128,14,100,1,4866522140954515817
305,temporal_iid,lognormal,"{""sigma"":1.0}",128,15,100,1,4611623144156278078
306,temporal_iid,lognormal,"{""sigma"":1.0}",128,16,100,1,16274536070683687111
307,temporal_iid,lognormal,"{""sigma"":1.0}",128,17,100,1,13111818549036852852
308,temporal_iid,lognormal,"{""sigma"":1.0}",128,18,100,1,11721972801490293832
309,temporal_iid,lognormal,"{""sigma"":1.0}",128,19,100,1,2785491147678170309
310,temporal_iid,lognormal,"{""sigma"":1.0}",256,0,100,1,11517996890545943165
311,temporal_iid,lognormal,"{""sigma"":1.0}",256,1,100,1,13784180973712446673
312,temporal_iid,lognormal,"{""sigma"":1.0}",256,2,100,1,9292656893781738866
313,temporal_iid,lognormal,"{""sigma"":1.0}",256,3,100,1,10432842014152354569
314,temporal_iid,lognormal,"{""sigma"":1.0}",256,4,100,1,2900695369561338031
315,temporal_iid,lognormal,"{""sigma"":1.0}",256,5,100,1,4641563580711599964
316,temporal_iid,lognormal,"{""sigma"":1.0}",256,6,100,1,3525142628264054309
317,temporal_iid,lognormal,"{""sigma"":1.0}",256,7,100,1,10655167571674047964
318,temporal_iid,lognormal,"{""sigma"":1.0}",256,8,100,1,6738764502592006598
319,temporal_iid,lognormal,"{""sigma"":1.0}",256,9,100,1,17915555837466820604
320,temporal_iid,lognormal,"{""sigma"":1.0}",256,10,100,1,14584319555455290052
321,temporal_iid,lognormal,"{""sigma"":1.0}",256,11,100,1,18223009785597113560
322,temporal_iid,lognormal,"{""sigma"":1.0}",256,12,100,1,12153381726721393442
323,temporal_iid,lognormal,"{""sigma"":1.0}",256,13,100,1,11495763279896675922
324,temporal_iid,lognormal,"{""sigma"":1.0}",256,14,100,1,11164989498033313435
325,temporal_iid,lognormal,"{""sigma"":1.0}",256,15,100,1,16602061996891465968
326,temporal_iid,lognormal,"{""sigma"":1.0}",256,16,100,1,1979789913273690154
327,temporal_iid,lognormal,"{""sigma"":1.0}",256,17,100,1,15025175504513071901
328,temporal_iid,lognormal,"{""sigma"":1.0}",256,18,100,1,14735645199262442263
329,temporal_iid,lognormal,"{""sigma"":1.0}",256,19,100,1,4454575734053321683
330,temporal_iid,lognormal,"{""sigma"":1.0}",512,0,100,1,11140574273087162900
331,temporal_iid,lognormal,"{""sigma"":1.0}",512,1,100,1,6036620392842747286
332,temporal_iid,lognormal,"{""sigma"":1.0}",512,2,100,1,7229552835982110115
333,temporal_iid,lognormal,"{""sigma"":1.0}",512,3,100,1,11947382391322013929
334,temporal_iid,lognormal,"{""sigma"":1.0}",512,4,100,1,15094395218614919058
335,temporal_iid,lognormal,"{""sigma"":1.0}",512,5,100,1,12625735289145304971
336,temporal_iid,lognormal,"{""sigma"":1.0}",512,6,100,1,16706718527809255682
337,temporal_iid,lognormal,"{""sigma"":1.0}",512,7,100,1,14574686461632787174
338,temporal_iid,lognormal,"{""sigma"":1.0}",512,8,100,1,2566104548428208047
339,temporal_iid,lognormal,"{""sigma"":1.0}",512,9,100,1,3111963454819448514
340,temporal_iid,lognormal,"{""sigma"":1.0}",1024,0,100,1,10225327315530374160
341,temporal_iid,lognormal,"{""sigma"":1.0}",1024,1,100,1,5198629009044809355
342,temporal_iid,lognormal,"{""sigma"":1.0}",1024,2,100,1,7851323050950464190
343,temporal_iid,lognormal,"{""sigma"":1.0}",1024,3,100,1,10419073939312775170
344,temporal_iid,lognormal,"{""sigma"":1.0}",1024,4,100,1,8082590429976285023
345,temporal_iid,pareto,"{""alpha"":2.0}",16,0,100,1,4285848221415692237
346,temporal_iid,pareto,"{""alpha"":2.0}",16,1,100,1,10841830415508414147
347,temporal_iid,pareto,"{""alpha"":2.0}",16,2,100,1,4656873862178267681
348,temporal_iid,pareto,"{""alpha"":2.0}",16,3,100,1,9532050947778261228
349,temporal_iid,pareto,"{""alpha"":2.0}",16,4,100,1,10241066969400566043
350,temporal_iid,pareto,"{""alpha"":2.0}",16,5,100,1,4481882061023441293
351,temporal_iid,pareto,"{""alpha"":2.0}",16,6,100,1,17183694066781980234
352,temporal_iid,pareto,"{""alpha"":2.0}",16,7,100,1,3828131218130197054
353,temporal_iid,pareto,"{""alpha"":2.0}",16,8,100,1,3039860750178858217
354,temporal_iid,pareto,"{""alpha"":2.0}",16,9,100,1,3626635147716512368
355,temporal_iid,pareto,"{""alpha"":2.0}",16,10,100,1,12628125936054400033
356,temporal_iid,pareto,"{""alpha"":2.0}",16,11,100,1,10568459987715844522
357,temporal_iid,pareto,"{""alpha"":2.0}",16,12,100,1,11494499795167348798
358,temporal_iid,pareto,"{""alpha"":2.0}",16,13,100,1,10518417242051366174
359,temporal_iid,pareto,"{""alpha"":2.0}",16,14,100,1,15185327405032515229
360,temporal_iid,pareto,"{""alpha"":2.0}",16,15,100,1,7911606418611756927
