task_id,environment_model,distribution,distribution_params,L,batch_id,num_environments,walks_per_environment,base_seed
131,site_iid,lognormal,"{""sigma"":1.0}",4096,1,10,5,12314105135386706468
132,site_iid,lognormal,"{""sigma"":1.0}",4096,2,10,5,8062387962709413169
133,site_iid,lognormal,"{""sigma"":1.0}",4096,3,10,5,1350657267956872680
134,site_iid,lognormal,"{""sigma"":1.0}",4096,4,10,5,936460352078004614
135,site_iid,lognormal,"{""sigma"":1.0}",4096,5,10,5,2206478702330574570
136,site_iid,lognormal,"{""sigma"":1.0}",4096,6,10,5,11191191286109521334
137,site_iid,lognormal,"{""sigma"":1.0}",4096,7,10,5,17633487109174354902
138,site_iid,lognormal,"{""sigma"":1.0}",4096,8,10,5,1295021673334352967
139,site_iid,lognormal,"{""sigma"":1.0}",4096,9,10,5,14059447096103211013
140,site_iid,pareto,"{""alpha"":2.0}",2048,0,10,5,4433919051558980659
141,site_iid,pareto,"{""alpha"":2.0}",2048,1,10,5,12912556942715475890
142,site_iid,pareto,"{""alpha"":2.0}",2048,2,10,5,1364713554512162178
143,site_iid,pareto,"{""alpha"":2.0}",2048,3,10,5,8920671143231224053
144,site_iid,pareto,"{""alpha"":2.0}",2048,4,10,5,2448592534326466701
145,site_iid,pareto,"{""alpha"":2.0}",2048,5,10,5,17989701793051020294
146,site_iid,pareto,"{""alpha"":2.0}",2048,6,10,5,7302833452292331999
147,site_iid,pareto,"{""alpha"":2.0}",2048,7,10,5,105262749409528028
148,site_iid,pareto,"{""alpha"":2.0}",2048,8,10,5,10646475789984110553
149,site_iid,pareto,"{""alpha"":2.0}",2048,9,10,5,13103103996639427754
150,site_iid,pareto,"{""alpha"":2.0}",4096,0,10,5,11670246223105308016
151,site_iid,pareto,"{""alpha"":2.0}",4096,1,10,5,16974130892488793850
152,site_iid,pareto,"{""alpha"":2.0}",4096,2,10,5,6113738352438992568
153,site_iid,pareto,"{""alpha"":2.0}",4096,3,10,5,14303358344928635350
154,site_iid,pareto,"{""alpha"":2.0}",4096,4,10,5,4054622267377777878
155,site_iid,pareto,"{""alpha"":2.0}",4096,5,10,5,18028789302528513870
156,site_iid,pareto,"{""alpha"":2.0}",4096,6,10,5,10466009916905723472
157,site_iid,pareto,"{""alpha"":2.0}",4096,7,10,5,4184582865560470622
158,site_iid,pareto,"{""alpha"":2.0}",4096,8,10,5,14914264164834928931
159,site_iid,pareto,"{""alpha"":2.0}",4096,9,10,5,6963192082446879141
160,site_iid,pareto,"{""alpha"":3.0}",2048,0,10,5,15807159232297293442
161,site_iid,pareto,"{""alpha"":3.0}",2048,1,10,5,6217085242250906976
162,site_iid,pareto,"{""alpha"":3.0}",2048,2,10,5,16224508852984741056
163,site_iid,pareto,"{""alpha"":3.0}",2048,3,10,5,10108804789226035282
164,site_iid,pareto,"{""alpha"":3.0}",2048,4,10,5,10976613094748842904
165,site_iid,pareto,"{""alpha"":3.0}",2048,5,10,5,5119809770350574292
166,site_iid,pareto,"{""alpha"":3.0}",2048,6,10,5,1636199732546314366
167,site_iid,pareto,"{""alpha"":3.0}",2048,7,10,5,722041585398788972
168,site_iid,pareto,"{""alpha"":3.0}",2048,8,10,5,13798181157975556319
169,site_iid,pareto,"{""alpha"":3.0}",2048,9,10,5,1772565064870168249
170,site_iid,pareto,"{""alpha"":3.0}",4096,0,10,5,16020668885451386634
171,site_iid,pareto,"{""alpha"":3.0}",4096,1,10,5,1467068571638194992
172,site_iid,pareto,"{""alpha"":3.0}",4096,2,10,5,15778208870490893741
173,site_iid,pareto,"{""alpha"":3.0}",4096,3,10,5,16693328659399407957
174,site_iid,pareto,"{""alpha"":3.0}",4096,4,10,5,7698669798789796732
175,site_iid,pareto,"{""alpha"":3.0}",4096,5,10,5,6172354323052926586
176,site_iid,pareto,"{""alpha"":3.0}",4096,6,10,5,11387506512327765832
177,site_iid,pareto,"{""alpha"":3.0}",4096,7,10,5,2350332354836267963
178,site_iid,pareto,"{""alpha"":3.0}",4096,8,10,5,1429932843009087731
179,site_iid,pareto,"{""alpha"":3.0}",4096,9,10,5,14360454513292862325
180,site_iid,uniform,"{""a"":0.7}",2048,0,10,5,11561094679345882833
181,site_iid,uniform,"{""a"":0.7}",2048,1,10,5,3442453986441623342
182,site_iid,uniform,"{""a"":0.7}",2048,2,10,5,1122118742618069966
183,site_iid,uniform,"{""a"":0.7}",2048,3,10,5,18176042971958955052
184,site_iid,uniform,"{""a"":0.7}",2048,4,10,5,15214220851352404185
185,site_iid,uniform,"{""a"":0.7}",2048,5,10,5,11408504148511872912
186,site_iid,uniform,"{""a"":0.7}",2048,6,10,5,11987709564230817330
187,site_iid,uniform,"{""a"":0.7}",2048,7,10,5,13404549780047265804
188,site_iid,uniform,"{""a"":0.7}",2048,8,10,5,14351747802162863804
189,site_iid,uniform,"{""a"":0.7}",2048,9,10,5,9485221948195970250
190,site_iid,uniform,"{""a"":0.7}",4096,0,10,5,940610133094984759
191,site_iid,uniform,"{""a"":0.7}",4096,1,10,5,14152864153350535583
192,site_iid,uniform,"{""a"":0.7}",4096,2,10,5,17867812500997662765
193,site_iid,uniform,"{""a"":0.7}",4096,3,10,5,438305507705990243
194,site_iid,uniform,"{""a"":0.7}",4096,4,10,5,8355957489616025197
195,site_iid,uniform,"{""a"":0.7}",4096,5,10,5,15924617244767905593
196,site_iid,uniform,"{""a"":0.7}",4096,6,10,5,6802437025639738879
197,site_iid,uniform,"{""a"":0.7}",4096,7,10,5,2251823094044232971
198,site_iid,uniform,"{""a"":0.7}",4096,8,10,5,9645632817626000323
199,site_iid,uniform,"{""a"":0.7}",4096,9,10,5,2615833622975627243
200,site_iid,beta,"{""a"":0.5}",2048,0,10,5,18115807262145010262
201,site_iid,beta,"{""a"":0.5}",2048,1,10,5,7492228311666843517
202,site_iid,beta,"{""a"":0.5}",2048,2,10,5,5509707373979055642
203,site_iid,beta,"{""a"":0.5}",2048,3,10,5,4916179849025955749
204,site_iid,beta,"{""a"":0.5}",2048,4,10,5,10010519886873774720
205,site_iid,beta,"{""a"":0.5}",2048,5,10,5,5871537180904361254
206,site_iid,beta,"{""a"":0.5}",2048,6,10,5,12398986672167300997
207,site_iid,beta,"{""a"":0.5}",2048,7,10,5,13239758693292248311
208,site_iid,beta,"{""a"":0.5}",2048,8,10,5,18283534329809843302
209,site_iid,beta,"{""a"":0.5}",2048,9,10,5,9015588320948021133
210,site_iid,beta,"{""a"":0.5}",4096,0,10,5,1447149445102908525
211,site_iid,beta,"{""a"":0.5}",4096,1,10,5,4614698617440679175
212,site_iid,beta,"{""a"":0.5}",4096,2,10,5,8835568568528125533
213,site_iid,beta,"{""a"":0.5}",4096,3,10,5,9518013066149163983
214,site_iid,beta,"{""a"":0.5}",4096,4,10,5,5880759615298209378
215,site_iid,beta,"{""a"":0.5}",4096,5,10,5,16221165196103949489
216,site_iid,beta,"{""a"":0.5}",4096,6,10,5,6827514971209300301
217,site_iid,beta,"{""a"":0.5}",4096,7,10,5,3075421371475310692
218,site_iid,beta,"{""a"":0.5}",4096,8,10,5,17381649121934993638
219,site_iid,beta,"{""a"":0.5}",4096,9,10,5,15776823435673769738
220,site_iid,weibull,"{""shape"":0.7}",2048,0,10,5,15766444707108088560
221,site_iid,weibull,"{""shape"":0.7}",2048,1,10,5,3694343885109375776
222,site_iid,weibull,"{""shape"":0.7}",2048,2,10,5,5159091980157338308
223,site_iid,weibull,"{""shape"":0.7}",2048,3,10,5,6875456239951579509
224,site_iid,weibull,"{""shape"":0.7}",2048,4,10,5,3908735707403330981
225,site_iid,weibull,"{""shape"":0.7}",2048,5,10,5,10301838471434724211
226,site_iid,weibull,"{""shape"":0.7}",2048,6,10,5,6896896663577995632
227,site_iid,weibull,"{""shape"":0.7}",2048,7,10,5,12479664800671151698
228,site_iid,weibull,"{""shape"":0.7}",2048,8,10,5,7272155024589097480
229,site_iid,weibull,"{""shape"":0.7}",2048,9,10,5,3121770735005556360
230,site_iid,weibull,"{""shape"":0.7}",4096,0,10,5,17282356591929564231
231,site_iid,weibull,"{""shape"":0.7}",4096,1,10,5,14147334361549949693
232,site_iid,weibull,"{""shape"":0.7}",4096,2,10,5,6744569802584451682
233,site_iid,weibull,"{""shape"":0.7}",4096,3,10,5,817178197826820062
234,site_iid,weibull,"{""shape"":0.7}",4096,4,10,5,6447237874599091684
235,site_iid,weibull,"{""shape"":0.7}",4096,5,10,5,14966335785924329566
236,site_iid,weibull,"{""shape"":0.7}",4096,6,10,5,10984937483313149156
237,site_iid,weibull,"{""shape"":0.7}",4096,7,10,5,11295369769893619056
238,site_iid,weibull,"{""shape"":0.7}",4096,8,10,5,16021046800514511884
239,site_iid,weibull,"{""shape"":0.7}",4096,9,10,5,11601659569726636714
240,site_iid,inverse_gamma,"{""alpha"":2.2}",2048,0,10,5,8411089259134894083
241,site_iid,inverse_gamma,"{""alpha"":2.2}",2048,1,10,5,5588095909327717617
242,site_iid,inverse_gamma,"{""alpha"":2.2}",2048,2,10,5,619835863960957684
243,site_iid,inverse_gamma,"{""alpha"":2.2}",2048,3,10,5,16412188618088724457
244,site_iid,inverse_gamma,"{""alpha"":2.2}",2048,4,10,5,15862030607751780305
245,site_iid,inverse_gamma,"{""alpha"":2.2}",2048,5,10,5,16405543284554751623
246,site_iid,inverse_gamma,"{""alpha"":2.2}",2048,6,10,5,7775169171155895667
247,site_iid,inverse_gamma,"{""alpha"":2.2}",2048,7,10,5,6642605814132444250
248,site_iid,inverse_gamma,"{""alpha"":2.2}",2048,8,10,5,7505436091080824914
249,site_iid,inverse_gamma,"{""alpha"":2.2}",2048,9,10,5,12560376500682647384
250,site_iid,inverse_gamma,"{""alpha"":2.2}",4096,0,10,5,5304545823968576933
251,site_iid,inverse_gamma,"{""alpha"":2.2}",4096,1,10,5,17307308902582812020
252,site_iid,inverse_gamma,"{""alpha"":2.2}",4096,2,10,5,12858538855263978514
253,site_iid,inverse_gamma,"{""alpha"":2.2}",4096,3,10,5,563861321259272378
254,site_iid,inverse_gamma,"{""alpha"":2.2}",4096,4,10,5,3523561610916463522
255,site_iid,inverse_gamma,"{""alpha"":2.2}",4096,5,10,5,6243612593965899717
256,site_iid,inverse_gamma,"{""alpha"":2.2}",4096,6,10,5,11524487935019222929
257,site_iid,inverse_gamma,"{""alpha"":2.2}",4096,7,10,5,17181685922752524979
258,site_iid,inverse_gamma,"{""alpha"":2.2}",4096,8,10,5,9389484530794299561
259,site_iid,inverse_gamma,"{""alpha"":2.2}",4096,9,10,5,6998286766473851802
260,site_iid,bernoulli,"{""a"":0.8}",2048,0,10,5,7334196335646345796
261,site_iid,bernoulli,"{""a"":0.8}",2048,1,10,5,13213713076050465576
262,site_iid,bernoulli,"{""a"":0.8}",2048,2,10,5,13583156232056447923
263,site_iid,bernoulli,"{""a"":0.8}",2048,3,10,5,3800034730737856951
264,site_iid,bernoulli,"{""a"":0.8}",2048,4,10,5,15005095468724814018
265,site_iid,bernoulli,"{""a"":0.8}",2048,5,10,5,8792533050292889323
266,site_iid,bernoulli,"{""a"":0.8}",2048,6,10,5,3796720648912002178
267,site_iid,bernoulli,"{""a"":0.8}",2048,7,10,5,14877142353084750715
268,site_iid,bernoulli,"{""a"":0.8}",2048,8,10,5,5294057514769298403
269,site_iid,bernoulli,"{""a"":0.8}",2048,9,10,5,14248958633986907314
270,site_iid,bernoulli,"{""a"":0.8}",4096,0,10,5,3652207103108147725
271,site_iid,bernoulli,"{""a"":0.8}",4096,1,10,5,14780304987668881502
272,site_iid,bernoulli,"{""a"":0.8}",4096,2,10,5,2849023452196502821
273,site_iid,bernoulli,"{""a"":0.8}",4096,3,10,5,5764224665415325494
274,site_iid,bernoulli,"{""a"":0.8}",4096,4,10,5,7537207947072146414
275,site_iid,bernoulli,"{""a"":0.8}",4096,5,10,5,2272759370198208503
276,site_iid,bernoulli,"{""a"":0.8}",4096,6,10,5,13749470756069663230
277,site_iid,bernoulli,"{""a"":0.8}",4096,7,10,5,3762876593557252658
278,site_iid,bernoulli,"{""a"":0.8}",4096,8,10,5,17297302353064296311
279,site_iid,bernoulli,"{""a"":0.8}",4096,9,10,5,4797573975690595520
280,site_iid,triangular,"{""a"":0.8}",2048,0,10,5,15022977068696344627
281,site_iid,triangular,"{""a"":0.8}",2048,1,10,5,14144523278127209379
282,site_iid,triangular,"{""a"":0.8}",2048,2,10,5,7956228740756508848
283,site_iid,triangular,"{""a"":0.8}",2048,3,10,5,5979036235398671576
284,site_iid,triangular,"{""a"":0.8}",2048,4,10,5,16702901544752538022
285,site_iid,triangular,"{""a"":0.8}",2048,5,10,5,9065147617376931165
286,site_iid,triangular,"{""a"":0.8}",2048,6,10,5,10908364962737786336
287,site_iid,triangular,"{""a"":0.8}",2048,7,10,5,10086139282492714817
288,site_iid,triangular,"{""a"":0.8}",2048,8,10,5,2359316501085525824
289,site_iid,triangular,"{""a"":0.8}",2048,9,10,5,15457700749018695889
290,site_iid,triangular,"{""a"":0.8}",4096,0,10,5,11109381669456225011
291,site_iid,triangular,"{""a"":0.8}",4096,1,10,5,9216472650519811599
292,site_iid,triangular,"{""a"":0.8}",4096,2,10,5,12095972111355057325
293,site_iid,triangular,"{""a"":0.8}",4096,3,10,5,17337553416049413447
294,site_iid,triangular,"{""a"":0.8}",4096,4,10,5,10793329992203935216
295,site_iid,triangular,"{""a"":0.8}",4096,5,10,5,17207187512179741248
296,site_iid,triangular,"{""a"":0.8}",4096,6,10,5,12937428706335993877
297,site_iid,triangular,"{""a"":0.8}",4096,7,10,5,10654987074459339428
298,site_iid,triangular,"{""a"":0.8}",4096,8,10,5,5149731874587477648
299,site_iid,triangular,"{""a"":0.8}",4096,9,10,5,2657967942858860643
