task_id,environment_model,distribution,distribution_params,L,batch_id,num_environments,walks_per_environment,base_seed
203,temporal_iid,gamma,"{""shape"":0.5}",256,8,100,1,7704368540222475334
204,temporal_iid,gamma,"{""shape"":0.5}",256,9,100,1,14136557149455674005
205,temporal_iid,gamma,"{""shape"":0.5}",256,10,100,1,4927623337748059290
206,temporal_iid,gamma,"{""shape"":0.5}",256,11,100,1,7717002726916731594
207,temporal_iid,gamma,"{""shape"":0.5}",256,12,100,1,2665512836326516798
208,temporal_iid,gamma,"{""shape"":0.5}",256,13,100,1,2018560015192558515
209,temporal_iid,gamma,"{""shape"":0.5}",256,14,100,1,1581845971530788673
210,temporal_iid,gamma,"{""shape"":0.5}",256,15,100,1,13147268273853140259
211,temporal_iid,gamma,"{""shape"":0.5}",256,16,100,1,9954967426629321415
212,temporal_iid,gamma,"{""shape"":0.5}",256,17,100,1,17454213301217530353
213,temporal_iid,gamma,"{""shape"":0.5}",256,18,100,1,15328431656551526214
214,temporal_iid,gamma,"{""shape"":0.5}",256,19,100,1,17099574163904291905
215,temporal_iid,gamma,"{""shape"":0.5}",512,0,100,1,7504320009327807313
216,temporal_iid,gamma,"{""shape"":0.5}",512,1,100,1,5592409136385569685
217,temporal_iid,gamma,"{""shape"":0.5}",512,2,100,1,5912977735702661082
218,temporal_iid,gamma,"{""shape"":0.5}",512,3,100,1,14864279489795706084
219,temporal_iid,gamma,"{""shape"":0.5}",512,4,100,1,12576903230864622036
220,temporal_iid,gamma,"{""shape"":0.5}",512,5,100,1,17349537332258924733
221,temporal_iid,gamma,"{""shape"":0.5}",512,6,100,1,17041657801411404182
222,temporal_iid,gamma,"{""shape"":0.5}",512,7,100,1,14110386088213263621
223,temporal_iid,gamma,"{""shape"":0.5}",512,8,100,1,8197259977695697191
224,temporal_iid,gamma,"{""shape"":0.5}",512,9,100,1,16391310789431661578
225,temporal_iid,gamma,"{""shape"":0.5}",1024,0,100,1,10838048084215961821
226,temporal_iid,gamma,"{""shape"":0.5}",1024,1,100,1,1470303125196748261
227,temporal_iid,gamma,"{""shape"":0.5}",1024,2,100,1,2137318634606540857
228,temporal_iid,gamma,"{""shape"":0.5}",1024,3,100,1,15038523168306783565
229,temporal_iid,gamma,"{""shape"":0.5}",1024,4,100,1,7100492783202163179
460,temporal_iid,gamma,"{""shape"":0.5}",2048,0,100,1,2994862969740452805
461,temporal_iid,gamma,"{""shape"":0.5}",4096,0,100,1,4694751353826429291
462,temporal_iid,gamma,"{""shape"":0.5}",5000,0,100,1,14885736095141201751
463,temporal_iid,gamma,"{""shape"":0.5}",8192,0,100,1,881073570503663372
